Gene	GC	Length
ENSG00000144035.NAT8	52.62	1561
ENSG00000234168.RP11-214F16.4	47.62	3256
ENSG00000224752.VN1R21P	47.71	764
ENSG00000250490.CTD-2324F15.2	46.89	29443
ENSG00000211939.IGHV1-8	53.71	498
ENSG00000168229.PTGDR	43.90	9011
ENSG00000222020.AC062017.1	64.05	928
ENSG00000147234.FRMPD3	45.11	82801
ENSG00000260228.RP11-483P21.2	43.58	17867
ENSG00000259522.RP11-468E2.2	56.75	10021
ENSG00000254328.CTC-308K20.4	50.10	518
ENSG00000223868.LINC00481	47.73	1759
ENSG00000115539.PDCL3	46.99	14045
ENSG00000214322.CBX1P2	48.03	457
ENSG00000268327.C15ORF31	55.13	155
ENSG00000257401.AL662825.1	47.82	21181
ENSG00000265042.AL137800.1	26.67	89
ENSG00000250902.RP11-301H24.4	36.82	2503
ENSG00000252914.U6	34.31	101
ENSG00000265293.CTD-2095E4.2	47.58	1073
ENSG00000198898.CAPZA2	38.84	108191
ENSG00000166257.SCN3B	45.94	26057
ENSG00000263224.AC010492.4	50.90	1221
ENSG00000186474.KLK12	54.32	6138
ENSG00000235169.SMIM1	64.91	3194
ENSG00000208342.SNORD96A	51.90	78
ENSG00000244706.RP11-298O21.3	34.17	4477
ENSG00000258982.RP11-638I2.4	48.69	31148
ENSG00000234003.CTD-3105H18.11	45.29	1781
ENSG00000199622.7SK	48.24	312
ENSG00000266892.AP000301.1	56.99	92
ENSG00000233230.AC079807.2	56.26	2132
ENSG00000262439.KIR3DL3	48.96	12017
ENSG00000254309.RP11-89M20.1	56.99	285
ENSG00000255498.RP11-618K13.2	64.49	520
ENSG00000253952.HIGD1AP18	42.81	277
ENSG00000212254.U6	39.45	108
ENSG00000238203.VWA7	54.49	11740
ENSG00000257045.RP11-486F17.1	40.56	4052
ENSG00000223668.EEF1A1P24	45.57	1377
ENSG00000258650.RP11-517O13.2	46.39	165
ENSG00000242536.RP11-290K4.2	36.89	72781
ENSG00000249550.RP11-438N16.1	47.81	94224
ENSG00000065060.UHRF1BP1	42.62	91058
ENSG00000252561.U1	49.61	128
ENSG00000006125.AP2B1	39.93	148371
ENSG00000147570.DNAJC5B	40.54	78956
ENSG00000140464.PML	47.82	53139
ENSG00000242673.Metazoa_SRP	52.00	299
ENSG00000252686.U6	33.01	102
ENSG00000213384.EIF4E2P1	44.31	254
ENSG00000223826.AC092570.2	47.34	7432
ENSG00000238564.snoU13	42.72	102
ENSG00000214160.ALG3	51.41	7247
ENSG00000257470.RP11-397H6.1	41.13	27108
ENSG00000159216.RUNX1	41.49	1196949
ENSG00000156413.FUT6	53.66	9121
ENSG00000106853.PTGR1	43.23	50133
ENSG00000196998.WDR45	50.97	28723
ENSG00000259671.RP11-925D8.6	38.84	1101
ENSG00000251568.RP11-531A21.5	56.64	1113
ENSG00000223551.TMSB4XP4	43.04	617
ENSG00000262055.CYP2D8P1	60.93	5116
ENSG00000269765.CTB-187L3.1	46.62	1492
ENSG00000227244.RP11-322C8.2	37.62	53303
ENSG00000260979.RP11-77H9.8	60.35	4284
ENSG00000244414.CFHR1	33.72	12444
ENSG00000222174.7SK	47.01	333
ENSG00000264603.MIR3159	56.76	73
ENSG00000224394.GPC6-AS2	36.83	17720
ENSG00000252819.AL121898.1	41.33	74
ENSG00000259952.AC009133.15	76.48	1236
ENSG00000145349.CAMK2D	35.99	310895
ENSG00000250810.AC096753.1	37.33	79255
ENSG00000257452.RP1-71H24.1	44.84	110123
ENSG00000264692.Y_RNA	40.40	98
ENSG00000000938.FGR	52.97	23213
ENSG00000255080.RP11-1082L8.3	45.57	22632
ENSG00000237990.CNTN4-AS1	41.43	22112
ENSG00000184343.SRPK3	64.63	9320
ENSG00000237842.RP11-110J1.2	44.15	1530
ENSG00000251224.CNOT10-AS1	39.06	6819
ENSG00000221953.C1orf229	64.53	2257
ENSG00000202227.U6	38.83	102
ENSG00000100938.GMPR2	46.62	6820
ENSG00000230399.RBBP8P1	38.67	1843
ENSG00000138650.PCDH10	33.91	58886
ENSG00000187840.EIF4EBP1	49.34	30024
ENSG00000260424.TRBV19	50.73	683
ENSG00000217643.PTGES3P2	38.38	481
ENSG00000249338.HMGB1P47	39.90	588
ENSG00000236594.RP11-341G2.1	38.55	453
ENSG00000252692.SNORD60	38.37	85
ENSG00000265989.MIR4646	58.73	62
ENSG00000162627.SNX7	36.06	98820
ENSG00000174370.C11orf45	52.14	6470
ENSG00000227225.MTND1P14	40.63	949
ENSG00000267511.RP11-694H12.1	39.63	645
ENSG00000122224.LY9	44.00	32149
ENSG00000230522.MBD3L2	47.37	2414
ENSG00000266143.AC066612.1	31.31	98
ENSG00000255053.OR4A44P	40.93	947
ENSG00000232951.IPO7P1	40.09	635
ENSG00000251408.RP11-586D19.2	47.62	4321
ENSG00000248605.CTD-2306M5.1	32.77	41192
ENSG00000237887.AC092839.1	48.80	458
ENSG00000269495.CTB-147C22.8	51.75	13464
ENSG00000268281.NAA10	58.17	5981
ENSG00000249386.RP11-627H22.6	38.76	693
ENSG00000228814.RP11-119H12.5	47.92	408
ENSG00000166598.HSP90B1	39.78	23538
ENSG00000267582.CTD-3252C9.2	59.17	359
ENSG00000147789.ZNF7	50.93	20045
ENSG00000256694.RP11-598F7.5	53.62	1657
ENSG00000212365.RNA5SP332	49.57	114
ENSG00000253965.CTC-329D1.3	45.90	9310
ENSG00000105610.KLF1	61.62	2758
ENSG00000226036.RP11-338C15.2	44.78	459
ENSG00000233788.SPATA31A5	52.89	6246
ENSG00000265897.RP11-763B22.7	67.61	317
ENSG00000228132.RP11-279E1.1	37.91	334
ENSG00000160401.C9orf117	57.75	9013
ENSG00000265416.AC017028.7	50.00	99
ENSG00000251814.7SK	46.91	274
ENSG00000143257.NR1I3	48.84	8636
ENSG00000182776.RP11-114H20.1	51.30	3395
ENSG00000261427.CTD-2349B8.1	46.79	59576
ENSG00000227710.LL22NC03-30E12.13	50.87	345
ENSG00000258272.RP11-510I5.1	42.19	63116
ENSG00000237664.LINC00316	45.84	3400
ENSG00000250884.RP11-1396O13.19	48.12	984
ENSG00000200170.Y_RNA	47.52	100
ENSG00000221091.MIR1302-5	31.33	149
ENSG00000188013.MEIS3P2	64.94	1642
ENSG00000235875.ARHGEF7-AS2	65.73	2301
ENSG00000232800.SLC7A15P	50.39	10202
ENSG00000111300.NAA25	41.42	82326
ENSG00000166913.YWHAB	40.42	22856
ENSG00000267400.RP11-325K19.3	47.97	468
ENSG00000150961.SEC24D	38.92	115860
ENSG00000227949.CYCSP46	40.69	203
ENSG00000220990.AL450423.1	31.25	111
ENSG00000264627.Metazoa_SRP	52.86	296
ENSG00000245719.RP11-34F13.2	53.41	4569
ENSG00000200888.Y_RNA	43.14	101
ENSG00000125631.HTR5BP	41.60	75515
ENSG00000201913.Y_RNA	40.59	100
ENSG00000250325.IGBP1P4	46.53	878
ENSG00000112081.SRSF3	40.36	9064
ENSG00000256152.RP11-463O12.3	57.08	1686
ENSG00000234231.AC093616.4	38.53	38263
ENSG00000225515.RP11-385F7.2	43.64	471
ENSG00000159166.LAD1	54.48	26364
ENSG00000265398.AL139239.1	59.30	85
ENSG00000260042.CTD-2034I21.1	41.54	22664
ENSG00000104472.CHRAC1	47.65	5839
ENSG00000236910.ZNF70P1	59.62	623
ENSG00000064652.SNX24	40.32	185915
ENSG00000239263.RP11-185E15.1	37.28	1080
ENSG00000207027.SNORA67	49.66	148
ENSG00000222978.Y_RNA	40.00	94
ENSG00000148803.FUOM	66.99	2871
ENSG00000254187.CTB-78F1.1	38.08	7253
ENSG00000223910.ZNF32-AS3	43.51	45886
ENSG00000239815.RP11-309L24.4	53.53	2265
ENSG00000241933.RP11-755B10.3	45.73	3391
ENSG00000268918.RP5-1170D6.1	45.61	512
ENSG00000168404.MLKL	45.73	29105
ENSG00000228504.RP4-586O15.1	38.89	7335
ENSG00000252247.RNU6-70	38.38	98
ENSG00000240972.MIF	69.20	1223
ENSG00000268622.AC007283.1	48.16	1442
ENSG00000131089.ARHGEF9	40.73	150579
ENSG00000267502.CTC-550B14.8	51.98	959
ENSG00000142634.EFHD2	56.77	20448
ENSG00000222407.RNA5SP80	47.75	110
ENSG00000238312.snoU13	36.54	103
ENSG00000178878.APOLD1	42.45	65535
ENSG00000243779.RP11-681N23.1	46.11	320
ENSG00000172500.FIBP	55.12	4798
ENSG00000258822.OR4K16P	43.14	968
ENSG00000134962.KLB	42.11	44683
ENSG00000249348.UGDH-AS1	42.24	66688
ENSG00000224516.AC068134.8	64.22	2039
ENSG00000164068.RNF123	56.42	32030
ENSG00000200761.7SK	53.22	294
ENSG00000229108.AC005550.4	33.16	7113
ENSG00000180535.BHLHA15	70.54	705
ENSG00000222920.RNA5SP29	50.94	105
ENSG00000185904.RP11-178A10.1	43.47	19793
ENSG00000240535.CTD-2313F11.1	40.48	12971
ENSG00000161798.AQP5	60.84	3781
ENSG00000241102.RP11-286H14.2	45.01	510
ENSG00000267265.CTC-550B14.7	49.09	41893
ENSG00000236782.RP11-96L14.7	61.01	1874
ENSG00000261059.OBP2B	63.93	3964
ENSG00000259206.RP13-608F4.8	42.00	15579
ENSG00000259989.CTD-2555A7.1	59.35	11337
ENSG00000075461.CACNG4	52.37	68488
ENSG00000235899.RP11-345L23.1	41.96	3014
ENSG00000196800.SPINK14	37.24	5665
ENSG00000269238.AC239860.2	65.27	166
ENSG00000214274.ANG	43.52	14794
ENSG00000185274.WBSCR17	44.50	581430
ENSG00000259170.RP11-763K15.1	47.03	1313
ENSG00000049245.VAMP3	42.77	10163
ENSG00000198590.C3orf35	42.19	49228
ENSG00000269499.TBC1D25	48.17	23152
ENSG00000225359.RP11-540K16.2	54.05	678
ENSG00000236276.NDP-AS1	41.92	19888
ENSG00000264244.CR753846.4	61.76	67
ENSG00000136770.DNAJC1	37.73	247232
ENSG00000269864.RP5-1189K21.2	34.42	763
ENSG00000254221.PCDHGB1	45.17	162718
ENSG00000117899.MESDC2	45.28	42552
ENSG00000264455.MIR4721	65.17	88
ENSG00000230558.CEACAMP2	51.97	1317
ENSG00000260669.AL136419.6	50.54	6341
ENSG00000268160.FAM3A	55.08	11223
ENSG00000262783.MAMDC2	40.30	187914
ENSG00000178951.ZBTB7A	62.12	22581
ENSG00000234120.AF228730.8	39.72	1414
ENSG00000201786.Y_RNA	46.08	101
ENSG00000247381.PDX1-AS1	41.94	91635
ENSG00000236604.RP11-159H20.2	57.14	706
ENSG00000197588.KLKP1	47.79	14302
ENSG00000108576.SLC6A4	46.87	41683
ENSG00000169126.ARMC4	38.32	223862
ENSG00000225713.RP11-160H22.4	40.12	338
ENSG00000228688.COL11A2P	49.48	3536
ENSG00000254653.RP11-702F3.1	39.95	740
ENSG00000113597.C5orf44	36.80	41517
ENSG00000258354.MIR3180-1	55.24	1458
ENSG00000086730.LAT2	53.07	30179
ENSG00000227318.RP11-282E4.1	32.90	1625
ENSG00000248850.RP11-605F14.2	61.63	1117
ENSG00000262823.RP13-580F15.2	55.86	4387
ENSG00000064726.BTBD1	39.53	50932
ENSG00000230207.RPL4P5	49.84	1275
ENSG00000225946.RP11-395B7.2	60.11	4532
ENSG00000130545.CRB3	59.94	3444
ENSG00000221615.AC140132.1	27.66	93
ENSG00000116906.GNPAT	41.77	36766
ENSG00000200650.RNA5SP114	54.87	112
ENSG00000243147.MRPL33	39.12	216370
ENSG00000268508.AC151960.1	42.29	576
ENSG00000186513.OR9Q2	51.52	1084
ENSG00000223687.ZNF311	41.42	10834
ENSG00000269845.RP11-420K14.6	43.42	2691
ENSG00000260980.RP11-626H12.3	46.80	9141
ENSG00000163629.PTPN13	36.16	220856
ENSG00000253167.KIAA0196-AS1	39.69	4305
ENSG00000241013.HIST2H2BA	61.68	380
ENSG00000153944.MSI2	47.50	428834
ENSG00000249485.RBBP4P1	44.28	1275
ENSG00000123213.NLN	40.37	149530
ENSG00000229583.RP1-172N19.1	59.42	795
ENSG00000236972.FABP5P1	44.28	410
ENSG00000265509.Y_RNA	41.18	101
ENSG00000232014.MTND1P13	49.70	1512
ENSG00000130830.MPP1	41.68	42323
ENSG00000071859.FAM50A	60.49	6529
ENSG00000165548.TMEM63C	49.88	142927
ENSG00000116679.IVNS1ABP	37.35	20941
ENSG00000202264.RNA5SP77	55.00	119
ENSG00000233762.AC007969.5	62.19	483
ENSG00000019144.PHLDB1	54.31	51586
ENSG00000205100.HSP90AA4P	41.29	2227
ENSG00000268526.GS1-256O22.3	42.98	1209
ENSG00000211790.TRAV8-4	51.34	597
ENSG00000244281.RP11-564P9.1	43.80	1031
ENSG00000182463.TSHZ2	42.06	518671
ENSG00000169432.SCN9A	34.44	180808
ENSG00000265377.AL773543.2	61.76	67
ENSG00000240584.Metazoa_SRP	50.69	287
ENSG00000263208.KIR2DL1	48.35	14509
ENSG00000137699.TRIM29	48.87	74254
ENSG00000120948.TARDBP	44.02	13382
ENSG00000267356.RP11-411B10.3	33.87	684
ENSG00000206854.RNY3P5	46.08	101
ENSG00000244538.RP11-10G12.1	49.41	254
ENSG00000257406.BX248519.2	47.08	4479
ENSG00000105619.TFPT	55.03	8735
ENSG00000253676.TAGLN2P1	54.86	586
ENSG00000189159.HN1	46.27	33033
ENSG00000211888.TRAJ1	45.16	61
ENSG00000258954.RP11-692C24.1	39.00	2204
ENSG00000261562.GS1-393G12.12	59.56	548
ENSG00000213853.EMP2	48.31	52276
ENSG00000165606.DRGX	48.22	31749
ENSG00000262119.RP11-483C6.1	31.17	1770
ENSG00000263004.RP11-166P13.3	45.50	6726
ENSG00000166275.C10orf32	43.15	19010
ENSG00000229471.RP11-95K23.7	37.96	3650
ENSG00000255757.RP11-749H20.3	36.49	517
ENSG00000200168.RNA5SP350	50.45	110
ENSG00000128203.ASPHD2	49.48	15742
ENSG00000243055.GK-AS1	37.91	24176
ENSG00000238796.snoU13	39.60	100
ENSG00000127083.OMD	36.07	10216
ENSG00000229080.RP11-291J9.2	30.90	669
ENSG00000104499.GML	45.53	82259
ENSG00000257538.AL935026.1	43.51	14685
ENSG00000081377.CDC14B	42.84	129589
ENSG00000196634.RP3-337D23.3	36.44	22067
ENSG00000075856.SART3	42.65	38819
ENSG00000225550.OR2J2	44.96	1040
ENSG00000253849.RP11-759A9.1	30.77	1260
ENSG00000261915.RP11-542C16.2	57.05	14178
ENSG00000207119.U3	45.67	207
ENSG00000228652.OR2W1	41.15	1027
ENSG00000269507.HIST1H4A	60.86	395
ENSG00000246627.CACNA1C-AS1	54.43	15199
ENSG00000188993.LRRC66	38.90	23918
ENSG00000114023.FAM162A	38.78	28158
ENSG00000236230.RP11-400N13.1	39.80	298265
ENSG00000259676.RP11-343B18.2	40.39	1321
ENSG00000203430.AC140061.10	57.73	96
ENSG00000164078.MST1R	55.84	16864
ENSG00000157483.MYO1E	43.50	237986
ENSG00000221027.AC068020.1	46.15	103
ENSG00000267860.EEF1A1P31	40.07	10218
ENSG00000167487.KLHL26	56.97	33534
ENSG00000206252.AP000525.1	72.35	632
ENSG00000099810.MTAP	40.27	130196
ENSG00000264435.RP11-338L22.3	58.37	513
ENSG00000263775.AC080008.1	58.59	98
ENSG00000198406.BZW1P2	39.57	982
ENSG00000269822.LL0XNC01-116E7.1	44.42	913
ENSG00000266642.RP11-20B24.4	53.23	1656
ENSG00000151726.ACSL1	44.71	71223
ENSG00000158882.TOMM40L	52.92	4615
ENSG00000211751.TRBV25-1	46.73	504
ENSG00000206673.Y_RNA	44.95	108
ENSG00000075223.SEMA3C	35.82	179821
ENSG00000198952.SMG5	49.82	33601
ENSG00000258970.RP11-100M12.1	39.64	1939
ENSG00000250711.CTD-2201E18.1	41.79	468
ENSG00000263752.MIR3133	28.21	77
ENSG00000240428.LIMS3	42.47	70125
ENSG00000132259.CNGA4	48.79	9664
ENSG00000185453.C19orf68	50.04	26928
ENSG00000242586.RP11-481N16.1	48.89	224
ENSG00000266563.RP11-64J19.1	49.25	533
ENSG00000111110.PPM1H	42.69	290450
ENSG00000005893.LAMP2	38.79	41538
ENSG00000087303.NID2	43.16	64191
ENSG00000223408.RP11-38P6.1	40.50	3352
ENSG00000265114.RP11-285M22.1	49.36	779
ENSG00000181751.C5orf30	37.54	19958
ENSG00000003989.SLC7A2	40.13	73485
ENSG00000262175.NLRP2	49.09	48012
ENSG00000203279.RP11-498P14.5	58.03	914
ENSG00000147408.CSGALNACT1	41.74	353868
ENSG00000234700.RP11-3N2.5	40.77	1522
ENSG00000123560.PLP1	44.51	18901
ENSG00000186113.OR5D14	44.87	944
ENSG00000180934.OR56A1	50.61	1070
ENSG00000232910.RAB9AP1	41.01	572
ENSG00000107560.RAB11FIP2	35.43	41687
ENSG00000263548.MIR5187	51.32	75
ENSG00000250778.AC004980.8	35.34	463
ENSG00000164294.GPX8	39.03	6953
ENSG00000259225.RP11-1008C21.1	39.58	77574
ENSG00000227500.SCAMP4	60.16	20803
ENSG00000255373.RP11-546B8.6	53.66	2824
ENSG00000236583.AP004290.1	49.50	1411
ENSG00000214300.SPDYE3	50.81	14494
ENSG00000136003.ISCU	45.76	6802
ENSG00000237974.AC000111.4	38.86	192
ENSG00000229623.METTL21AP1	46.93	634
ENSG00000115488.NEU2	56.83	2385
ENSG00000011275.RNF216	45.52	161692
ENSG00000265438.MIR4751	67.57	73
ENSG00000223666.FKBPL	54.51	1584
ENSG00000196535.MYO18A	53.86	106902
ENSG00000248597.RP11-259O2.2	50.42	3545
ENSG00000229533.AC003986.5	54.67	1960
ENSG00000237353.PATE4	40.33	6753
ENSG00000222409.AC103996.1	26.72	115
ENSG00000202255.Y_RNA	42.86	111
ENSG00000261053.CTD-2144E22.2	41.07	223
ENSG00000213587.RP11-646D13.1	44.68	469
ENSG00000225859.DDX39B	47.31	16339
ENSG00000197674.OR51C1P	41.93	1406
ENSG00000262730.RP11-1099M24.7	54.60	4691
ENSG00000145623.OSMR	40.64	99738
ENSG00000182718.ANXA2	44.95	55749
ENSG00000256817.RP11-118B22.1	41.06	491
ENSG00000266359.AKR1C4	38.49	23486
ENSG00000206452.HLA-C	58.90	3371
ENSG00000230283.RPS12P24	39.79	386
ENSG00000260657.RP11-315D16.4	44.44	10202
ENSG00000261806.DUX4L8	72.75	1434
ENSG00000216813.RP11-812I20.2	44.58	396
ENSG00000247151.RP11-348A11.4	40.60	29941
ENSG00000266870.U6	41.00	99
ENSG00000207170.U6	37.25	101
ENSG00000225660.RP1-73A14.1	42.22	134
ENSG00000201097.U6	38.68	105
ENSG00000264917.LOC732538	44.93	689
ENSG00000241328.RP11-331K15.1	31.80	15053
ENSG00000139163.ETNK1	34.70	60637
ENSG00000171681.ATF7IP	36.09	133087
ENSG00000200632.SNORD113-7	41.56	76
ENSG00000196189.SEMA4A	51.59	30386
ENSG00000212296.SNORD72	31.25	79
ENSG00000269849.MAMLD1	44.08	152756
ENSG00000255274.TMPRSS4-AS1	46.51	71021
ENSG00000264912.Metazoa_SRP	53.28	258
ENSG00000140400.MAN2C1	57.12	12838
ENSG00000248451.AC007965.12	33.25	5487
ENSG00000249076.AC016724.8	46.45	2862
ENSG00000174576.NPAS4	56.31	5703
ENSG00000262156.APOBEC3A	52.14	5314
ENSG00000267694.RP11-691H4.4	43.95	9803
ENSG00000233485.RP3-467K16.2	48.02	17196
ENSG00000203397.RP13-36G14.3	59.61	509
ENSG00000268465.CTC-273B12.7	55.97	6594
ENSG00000233539.AC011294.3	38.39	86066
ENSG00000244573.RP11-515B12.1	42.68	8661
ENSG00000266237.RP11-25D3.1	40.40	1400
ENSG00000269042.AP001925.1	41.58	6225
ENSG00000150054.MPP7	38.41	252073
ENSG00000200475.7SK	48.12	344
ENSG00000223907.RP11-439L8.4	46.09	5810
ENSG00000203865.ATP1A1OS	46.35	19575
ENSG00000264754.CTD-2653B5.1	41.83	941
ENSG00000225588.AC096669.1	37.95	45047
ENSG00000224159.HMGB1P9	45.86	954
ENSG00000254380.RP11-317J10.4	39.10	16612
ENSG00000229230.MT1P3	62.15	176
ENSG00000247213.RP11-13G14.4	44.70	58455
ENSG00000202012.RNY4P15	40.62	95
ENSG00000223906.RP5-837M10.2	33.29	765
ENSG00000235315.RPL23AP69	47.82	457
ENSG00000269209.GAGE12F	44.15	7329
ENSG00000243207.PPAN-P2RY11	60.07	8557
ENSG00000239946.ZBTB20-AS3	37.17	3400
ENSG00000165626.BEND7	43.55	90490
ENSG00000165879.FRAT1	62.28	2650
ENSG00000263027.KIR2DL3	47.83	45794
ENSG00000251764.RNA5SP446	56.10	81
ENSG00000222582.U2	34.78	160
ENSG00000250042.RP11-91J3.2	41.76	1273
ENSG00000205664.RP11-706O15.1	49.28	27336
ENSG00000259393.RP11-313H3.1	39.71	762
ENSG00000201065.U6	37.38	106
ENSG00000140505.CYP1A2	52.03	7358
ENSG00000184277.TM2D3	41.00	30747
ENSG00000011347.SYT7	57.15	65835
ENSG00000241292.AC002467.5	53.86	1113
ENSG00000116521.SCAMP3	51.95	6451
ENSG00000215983.AC092756.1	34.57	80
ENSG00000188542.DUSP28	53.35	3960
ENSG00000223364.PSORS1C3	52.09	4165
ENSG00000225842.AC139712.1	42.18	338
ENSG00000108296.CWC25	47.75	24394
ENSG00000125246.CLYBL	43.21	290468
ENSG00000218976.RP11-528A10.1	54.79	1908
ENSG00000230483.AC124057.5	64.79	3393
ENSG00000108963.DPH1	56.54	13320
ENSG00000103043.VAC14	54.00	113722
ENSG00000178882.FAM101A	56.52	26860
ENSG00000204949.RP11-539E17.4	49.30	1571
ENSG00000266507.MIR4479	70.42	70
ENSG00000267487.RP11-640A1.4	47.10	258
ENSG00000204873.KRTAP9-3	49.85	990
ENSG00000268428.AC235953.1	34.48	86
ENSG00000108506.INTS2	39.68	62646
ENSG00000221201.AL031655.1	33.72	85
ENSG00000157093.LYZL4	43.41	13522
ENSG00000226314.ZNF192P1	42.26	7813
ENSG00000170681.MURC	40.73	9827
ENSG00000266162.RP1-37N7.2	40.18	111
ENSG00000233406.RP11-296A18.5	60.80	874
ENSG00000213182.OR10D5P	48.93	837
ENSG00000146859.TMEM140	42.85	17826
ENSG00000233300.EIF4A1P1	46.90	933
ENSG00000264326.MIR4657	39.62	52
ENSG00000259186.MRPS15P1	48.80	747
ENSG00000259462.RP11-752G15.3	48.90	45051
ENSG00000006194.ZNF263	47.12	37658
ENSG00000214872.SMTNL1	52.80	9129
ENSG00000131373.HACL1	39.05	41127
ENSG00000265252.MIR3132	61.33	74
ENSG00000163539.CLASP2	36.82	222111
ENSG00000269578.CTD-3222D19.5	57.45	1080
ENSG00000256077.RP11-335O4.1	39.86	18790
ENSG00000168913.ENHO	62.94	2001
ENSG00000263359.SNORD83	44.74	75
ENSG00000224693.HLA-T	52.21	1131
ENSG00000154767.XPC	45.20	33636
ENSG00000250118.RP11-136H13.2	50.71	279
ENSG00000085552.IGSF9	55.80	18557
ENSG00000112584.FAM120B	44.49	116362
ENSG00000006652.IFRD1	39.45	58049
ENSG00000212461.SNORA17	42.64	128
ENSG00000231211.RPL17P49	40.88	410
ENSG00000143753.DEGS1	46.06	17685
ENSG00000242709.AC100802.2	42.42	329
ENSG00000265419.AL359987.1	61.76	67
ENSG00000120802.TMPO	39.75	34867
ENSG00000263316.RP11-530N7.3	40.65	24862
ENSG00000085998.POMGNT1	49.39	31623
ENSG00000184916.JAG2	65.88	27843
ENSG00000258292.RP11-536G4.1	37.90	20210
ENSG00000173926.MARCH3	40.98	163094
ENSG00000238191.KIAA0664P1	49.76	4573
ENSG00000262082.RP11-58A17.2	45.19	966
ENSG00000138756.BMP2K	35.68	140030
ENSG00000237954.RP11-14O19.2	41.04	25611
ENSG00000227148.RP11-196D18.1	50.03	9604
ENSG00000242941.CTD-2325P2.2	48.99	493
ENSG00000211904.IGHJ2	59.62	51
ENSG00000176834.VSIG10	47.55	72433
ENSG00000175550.DRAP1	65.51	2304
ENSG00000147571.CRH	54.34	2340
ENSG00000206790.Y_RNA	39.81	102
ENSG00000259166.RP11-1029J19.2	44.84	9475
ENSG00000121542.SEC22A	37.72	72203
ENSG00000224599.RP11-15J10.4	40.07	3615
ENSG00000269103.AC002472.1	48.87	2706
ENSG00000105669.COPE	57.06	19883
ENSG00000233401.PRKAR1AP	43.98	1161
ENSG00000265947.CR759834.1	55.22	66
ENSG00000198858.R3HDM4	58.93	16737
ENSG00000248174.RP11-148L24.1	36.76	125738
ENSG00000160307.S100B	44.31	6246
ENSG00000269363.MGC4771	68.57	104
ENSG00000256721.CACNA1C-IT3	46.92	19161
ENSG00000261742.RP11-256I9.1	39.67	291801
ENSG00000170011.MYRIP	40.16	451407
ENSG00000258781.RP11-496I2.4	52.31	16007
ENSG00000230886.HMGB1P25	44.98	606
ENSG00000230057.RP11-385E5.7	40.12	490
ENSG00000182308.DCAF4L1	41.56	4763
ENSG00000242083.RPL7AP31	51.63	797
ENSG00000236109.AC013402.3	41.63	2202
ENSG00000259300.RP11-300A12.1	51.32	1704
ENSG00000232116.RP11-187C18.2	30.96	3581
ENSG00000050555.LAMC3	53.69	85391
ENSG00000212335.Y_RNA	41.59	112
ENSG00000236472.AC002401.1	57.12	10590
ENSG00000230934.RP11-402P6.2	44.76	247
ENSG00000253055.RNA5SP415	64.35	114
ENSG00000235304.RP11-265P11.2	43.45	22406
ENSG00000137500.CCDC90B	37.58	27311
ENSG00000267234.CTB-184G21.1	48.00	624
ENSG00000225927.DDX6P1	42.20	1435
ENSG00000238403.snoU13	42.71	95
ENSG00000228308.RP11-255G21.1	39.16	2846
ENSG00000221818.EBF2	42.02	203667
ENSG00000163632.C3orf49	38.21	29274
ENSG00000229697.RP11-374M1.3	46.59	12188
ENSG00000252861.U6	40.19	106
ENSG00000169035.KLK7	55.83	7626
ENSG00000262463.KIR2DP1	49.11	12348
ENSG00000262162.FAM8A2P	55.69	1141
ENSG00000258980.EIF1AXP2	40.13	744
ENSG00000228976.SUMO2P8	43.36	285
ENSG00000200066.Y_RNA	36.89	102
ENSG00000206562.METTL6	42.52	59291
ENSG00000226462.KRT18P1	58.15	1330
ENSG00000163516.ANKZF1	49.12	6912
ENSG00000255503.RP11-113K21.4	39.86	24794
ENSG00000170899.GSTA4	41.01	17425
ENSG00000223086.RNA5SP155	51.16	128
ENSG00000174156.GSTA3	42.26	13046
ENSG00000165409.TSHR	38.85	191313
ENSG00000214093.RP11-247I13.3	50.33	456
ENSG00000215808.RP11-371I1.2	40.69	5639
ENSG00000249835.VCAN-AS1	36.44	49968
ENSG00000260858.RP11-558A11.1	44.43	5779
ENSG00000259772.RP11-16E12.2	50.31	8839
ENSG00000184423.AC090043.1	46.06	468
ENSG00000254298.CTB-17P3.4	49.30	356
ENSG00000265955.Y_RNA	37.84	110
ENSG00000263415.AC021760.1	33.60	124
ENSG00000266169.RP11-445P17.5	44.14	434
ENSG00000230308.TRIM39	45.64	20337
ENSG00000260104.RP11-817O13.1	48.30	175
ENSG00000257433.RP1-197B17.3	50.18	36209
ENSG00000163923.RPL39L	41.84	59960
ENSG00000186976.EFCAB6	42.97	283593
ENSG00000231295.RP4-797C5.2	32.77	5776
ENSG00000227794.RPS18	45.67	3520
ENSG00000249106.RP11-806K15.1	34.25	21882
ENSG00000172586.CHCHD1	45.52	1605
ENSG00000268170.AC073342.1	51.52	197
ENSG00000265563.hsa-mir-937	69.77	85
ENSG00000269484.AC012314.8	58.50	5831
ENSG00000267194.RP1-193H18.2	36.86	2503
ENSG00000265186.AC068706.2	57.43	100
ENSG00000148584.A1CF	36.41	79113
ENSG00000235744.HLA-DOA	52.47	5433
ENSG00000268070.AC006539.3	46.79	888
ENSG00000242087.RPL36AP41	45.42	305
ENSG00000236693.HLA-DPB1	48.05	11265
ENSG00000267768.CTC-459F4.8	30.15	198
ENSG00000225294.OSTCP2	42.12	443
